Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121541","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121541","SAMN02384246","PRJNA219482","GCA_000624715.2"," Chromosome",4.68598,52.2,"chromosome:NZ_CP007367.1/CP007367.2",,1,4447,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/715/GCA_000624715.2_ASM62471v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/715/GCF_000624715.1_ASM62471v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121542","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121542","SAMN02384278","PRJNA219482","GCA_000624735.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007368.2/CP007368.2",,1,4449,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/735/GCA_000624735.2_ASM62473v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/735/GCF_000624735.2_ASM62473v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121671","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121671","SAMN02384286","PRJNA219482","GCA_000624755.2"," Chromosome",4.68583,52.2,"chromosome:NZ_CP007369.2/CP007369.2",,1,4448,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/755/GCA_000624755.2_ASM62475v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/755/GCF_000624755.2_ASM62475v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121672","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121672","SAMN02384282","PRJNA219482","GCA_000624775.2"," Chromosome",4.68583,52.2,"chromosome:NZ_CP007370.2/CP007370.2",,1,4448,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/775/GCA_000624775.2_ASM62477v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/775/GCF_000624775.2_ASM62477v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121689","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121689","SAMN02384337","PRJNA219482","GCA_000624795.2"," Chromosome",4.68579,52.2,"chromosome:NZ_CP007371.2/CP007371.2",,1,4449,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/795/GCA_000624795.2_ASM62479v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/795/GCF_000624795.2_ASM62479v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA20121703","Bacteria;Proteobacteria;Gammaproteobacteria","SA20121703","SAMN02384204","PRJNA219482","GCA_000624815.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007372.2/CP007372.2",,1,4445,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/815/GCA_000624815.2_ASM62481v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/815/GCF_000624815.2_ASM62481v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121744","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121744","SAMN02384275","PRJNA219482","GCA_000624835.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007373.2/CP007373.2",,1,4444,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/835/GCA_000624835.2_ASM62483v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/835/GCF_000624835.2_ASM62483v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121746","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121746","SAMN02384284","PRJNA219482","GCA_000624855.2"," Chromosome",4.68585,52.2,"chromosome:NZ_CP007374.2/CP007374.2",,1,4447,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/855/GCA_000624855.2_ASM62485v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/855/GCF_000624855.2_ASM62485v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121748","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121748","SAMN02384281","PRJNA219482","GCA_000624875.2"," Chromosome",4.68585,52.2,"chromosome:NZ_CP007395.2/CP007395.2",,1,4451,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/875/GCA_000624875.2_ASM62487v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/875/GCF_000624875.2_ASM62487v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121750","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121750","SAMN02384262","PRJNA219482","GCA_000624895.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007396.2/CP007396.2",,1,4448,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/895/GCA_000624895.2_ASM62489v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/895/GCF_000624895.2_ASM62489v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121751","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121751","SAMN02384261","PRJNA219482","GCA_000624915.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007397.2/CP007397.2",,1,4445,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/915/GCA_000624915.2_ASM62491v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/915/GCF_000624915.2_ASM62491v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121753","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121753","SAMN02384272","PRJNA219482","GCA_000624935.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007398.2/CP007398.2",,1,4448,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/935/GCA_000624935.2_ASM62493v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/935/GCF_000624935.2_ASM62493v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120734","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120734","SAMN02384330","PRJNA219482","GCA_000624955.2"," Chromosome",4.68602,52.2,"chromosome:NZ_CP007400.2/CP007400.2",,1,4449,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/955/GCA_000624955.2_ASM62495v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/955/GCF_000624955.2_ASM62495v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120738","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120738","SAMN02384331","PRJNA219482","GCA_000624975.2"," Chromosome",4.68585,52.2,"chromosome:NZ_CP007401.2/CP007401.2",,1,4448,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/975/GCA_000624975.2_ASM62497v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/975/GCF_000624975.2_ASM62497v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120765","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120765","SAMN02384285","PRJNA219482","GCA_000624995.2"," Chromosome",4.68598,52.2,"chromosome:NZ_CP007402.2/CP007402.2",,1,4447,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/995/GCA_000624995.2_ASM62499v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/995/GCF_000624995.2_ASM62499v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120773","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120773","SAMN02384332","PRJNA219482","GCA_000625015.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007403.2/CP007403.2",,1,4444,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/015/GCA_000625015.2_ASM62501v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/015/GCF_000625015.2_ASM62501v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120774","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120774","SAMN02384333","PRJNA219482","GCA_000625035.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007404.2/CP007404.2",,1,4449,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/035/GCA_000625035.2_ASM62503v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/035/GCF_000625035.2_ASM62503v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120775","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120775","SAMN02384254","PRJNA219482","GCA_000625055.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007405.2/CP007405.2",,1,4449,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/055/GCA_000625055.2_ASM62505v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/055/GCF_000625055.2_ASM62505v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120776","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120776","SAMN02384253","PRJNA219482","GCA_000625075.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007406.2/CP007406.2",,1,4443,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/075/GCA_000625075.2_ASM62507v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/075/GCF_000625075.2_ASM62507v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120917","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120917","SAMN02384334","PRJNA219482","GCA_000625095.2"," Chromosome",4.68585,52.2,"chromosome:NZ_CP007407.2/CP007407.2",,1,4450,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/095/GCA_000625095.2_ASM62509v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/095/GCF_000625095.2_ASM62509v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120918","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120918","SAMN02384335","PRJNA219482","GCA_000625115.2"," Chromosome",4.68585,52.2,"chromosome:NZ_CP007408.2/CP007408.2",,1,4452,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/115/GCA_000625115.2_ASM62511v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/115/GCF_000625115.2_ASM62511v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120925","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120925","SAMN02384336","PRJNA219482","GCA_000625135.2"," Chromosome",4.68585,52.2,"chromosome:NZ_CP007375.2/CP007375.2",,1,4453,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/135/GCA_000625135.2_ASM62513v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/135/GCF_000625135.2_ASM62513v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120927","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120927","SAMN02384338","PRJNA219482","GCA_000625155.2"," Chromosome",4.68585,52.2,"chromosome:NZ_CP007376.2/CP007376.2",,1,4451,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/155/GCA_000625155.2_ASM62515v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/155/GCF_000625155.2_ASM62515v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120963","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120963","SAMN02384252","PRJNA219482","GCA_000625175.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007377.2/CP007377.2",,1,4448,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/175/GCA_000625175.2_ASM62517v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/175/GCF_000625175.2_ASM62517v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120968","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120968","SAMN02384279","PRJNA219482","GCA_000625195.2"," Chromosome",4.68626,52.2,"chromosome:NZ_CP007378.2/CP007378.2",,1,4447,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/195/GCA_000625195.2_ASM62519v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/195/GCF_000625195.2_ASM62519v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120969","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120969","SAMN02384340","PRJNA219482","GCA_000625215.2"," Chromosome",4.68583,52.2,"chromosome:NZ_CP007379.2/CP007379.2",,1,4448,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/215/GCA_000625215.2_ASM62521v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/215/GCF_000625215.2_ASM62521v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120970","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120970","SAMN02384263","PRJNA219482","GCA_000625235.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007380.2/CP007380.2",,1,4449,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/235/GCA_000625235.2_ASM62523v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/235/GCF_000625235.2_ASM62523v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121812","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121812","SAMN02384292","PRJNA219482","GCA_000625255.2"," Chromosome",4.68585,52.2,"chromosome:NZ_CP007381.2/CP007381.2",,1,4452,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/255/GCA_000625255.2_ASM62525v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/255/GCF_000625255.2_ASM62525v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121825","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121825","SAMN02384247","PRJNA219482","GCA_000625275.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007382.2/CP007382.2",,1,4449,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/275/GCA_000625275.2_ASM62527v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/275/GCF_000625275.2_ASM62527v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121826","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121826","SAMN02384248","PRJNA219482","GCA_000625295.2"," Chromosome",4.6857,52.2,"chromosome:NZ_CP007383.2/CP007383.2",,1,4450,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/295/GCA_000625295.2_ASM62529v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/295/GCF_000625295.2_ASM62529v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121969","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121969","SAMN02384304","PRJNA219482","GCA_000625315.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007384.2/CP007384.2",,1,4447,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/315/GCA_000625315.2_ASM62531v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/315/GCF_000625315.2_ASM62531v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121970","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121970","SAMN02384303","PRJNA219482","GCA_000625335.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007385.2/CP007385.2",,1,4447,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/335/GCA_000625335.2_ASM62533v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/335/GCF_000625335.2_ASM62533v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA20090419","Bacteria;Proteobacteria;Gammaproteobacteria","SA20090419","SAMN02384238","PRJNA219482","GCA_000625355.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007296.1/CP007296.2",,1,4444,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/355/GCA_000625355.2_ASM62535v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/355/GCF_000625355.1_ASM62535v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA20090435","Bacteria;Proteobacteria;Gammaproteobacteria","SA20090435","SAMN02384234","PRJNA219482","GCA_000625375.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007297.2/CP007297.2",,1,4447,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/375/GCA_000625375.2_ASM62537v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/375/GCF_000625375.2_ASM62537v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090530","Bacteria;Proteobacteria;Gammaproteobacteria","EC20090530","SAMN02384306","PRJNA219482","GCA_000625395.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007298.2/CP007298.2",,1,4450,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/395/GCA_000625395.2_ASM62539v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/395/GCF_000625395.2_ASM62539v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100088","Bacteria;Proteobacteria;Gammaproteobacteria","EC20100088","SAMN02384319","PRJNA219482","GCA_000625415.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007355.2/CP007355.2",,1,4449,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/415/GCA_000625415.2_ASM62541v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/415/GCF_000625415.2_ASM62541v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100089","Bacteria;Proteobacteria;Gammaproteobacteria","EC20100089","SAMN02384320","PRJNA219482","GCA_000625435.2"," Chromosome",4.68585,52.2,"chromosome:NZ_CP007356.2/CP007356.2",,1,4447,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/435/GCA_000625435.2_ASM62543v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/435/GCF_000625435.2_ASM62543v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120580","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120580","SAMN02384324","PRJNA219482","GCA_000625455.2"," Chromosome",4.68583,52.2,"chromosome:NZ_CP007335.2/CP007335.2",,1,4451,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/455/GCA_000625455.2_ASM62545v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/455/GCF_000625455.2_ASM62545v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120581","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120581","SAMN02384325","PRJNA219482","GCA_000625475.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007336.2/CP007336.2",,1,4449,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/475/GCA_000625475.2_ASM62547v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/475/GCF_000625475.2_ASM62547v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120590","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120590","SAMN02384326","PRJNA219482","GCA_000625495.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007337.2/CP007337.2",,1,4446,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/495/GCA_000625495.2_ASM62549v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/495/GCF_000625495.2_ASM62549v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120597","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120597","SAMN02384327","PRJNA219482","GCA_000625515.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007338.2/CP007338.2",,1,4445,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/515/GCA_000625515.2_ASM62551v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/515/GCF_000625515.2_ASM62551v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120685","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120685","SAMN02384255","PRJNA219482","GCA_000625535.2"," Chromosome",4.68583,52.1,"chromosome:NZ_CP007339.1/CP007339.2",,1,4433,"2014-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/535/GCA_000625535.2_ASM62553v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/535/GCF_000625535.1_ASM62553v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120686","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120686","SAMN02384328","PRJNA219482","GCA_000625555.2"," Chromosome",4.68583,52.2,"chromosome:NZ_CP007340.2/CP007340.2",,1,4448,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/555/GCA_000625555.2_ASM62555v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/555/GCF_000625555.2_ASM62555v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120687","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120687","SAMN02384329","PRJNA219482","GCA_000625575.2"," Chromosome",4.68583,52.2,"chromosome:NZ_CP007341.2/CP007341.2",,1,4449,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/575/GCA_000625575.2_ASM62557v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/575/GCF_000625575.2_ASM62557v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120697","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120697","SAMN02384274","PRJNA219482","GCA_000625595.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007342.1/CP007342.2",,1,4449,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/595/GCA_000625595.2_ASM62559v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/595/GCF_000625595.1_ASM62559v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120722","Bacteria;Proteobacteria;Gammaproteobacteria","EC20120722","SAMN02384271","PRJNA219482","GCA_000625615.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007343.2/CP007343.2",,1,4443,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/615/GCA_000625615.2_ASM62561v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/615/GCF_000625615.2_ASM62561v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121976","Bacteria;Proteobacteria;Gammaproteobacteria","EC20121976","SAMN02384302","PRJNA219482","GCA_000625635.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007386.2/CP007386.2",,1,4451,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/635/GCA_000625635.2_ASM62563v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/635/GCF_000625635.2_ASM62563v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA20085285","Bacteria;Proteobacteria;Gammaproteobacteria","SA20085285","SAMN02384210","PRJNA219482","GCA_000625655.2"," Chromosome",4.68583,52.2,"chromosome:NZ_CP007426.1/CP007426.2",,1,4500,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/655/GCA_000625655.2_ASM62565v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/655/GCF_000625655.1_ASM62565v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090195","Bacteria;Proteobacteria;Gammaproteobacteria","EC20090195","SAMN02384308","PRJNA219482","GCA_000625675.2"," Chromosome",4.68585,52.2,"chromosome:NZ_CP007430.2/CP007430.2",,1,4449,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/675/GCA_000625675.2_ASM62567v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/675/GCF_000625675.2_ASM62567v2"
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094682","Bacteria;Proteobacteria;Gammaproteobacteria","SA20094682","SAMN02384197","PRJNA219482","GCA_000625695.2"," Chromosome",4.68584,52.2,"chromosome:NZ_CP007431.2/CP007431.2",,1,4450,"2014-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/695/GCA_000625695.2_ASM62569v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/695/GCF_000625695.2_ASM62569v2"
